Spelling, nchar, LogFreq_Zipf, DomPoS,,,
0, , , ,,,
0, , , ,,,
minimalists,11,1.7, noun,,,
minimally,9,2.23, adverb,,,
minimart,8,1.17, name,,,
minimax,7,1.47, name,,,
minimis,7,1.17, noun,,,
minimisation,12,1.39, noun,,,
minimise,8,3.51, verb,,,
minimised,9,2.54, verb,,,
minimisers,10,1.3, noun,,,
minimises,9,2.14, verb,,,
minimising,10,2.61, verb,,,
minimize,8,1.81, verb,,,
minims,6,1.47, noun,,,
minimum,7,4.39, noun,,,
minimums,8,1.54, noun,,,
minimus,7,1.54, noun,,,
minin,5,1.39, noun,,,
mining,6,4.04, noun,,,
minion,6,2.49, noun,,,
minions,7,2.87, noun,,,
minis,5,2.52, name,,,
miniscule,9,2.7, adjective,,,
miniseries,10,1.47, noun,,,
miniskirt,9,2.33, noun,,,
miniskirts,10,2, noun,,,
minister,8,5.44, name,,,
ministered,10,1.9, verb,,,
ministerial,11,3.95, adjective,,,
ministering,11,1.84, verb,,,
ministeror,10,1.17, noun,,,
ministers,9,4.68, noun,,,
ministership,12,1.93, noun,,,
ministration,12,1.17, noun,,,
ministrations,13,1.74, noun,,,
ministries,10,2.81, noun,,,
ministry,8,4.16, name,,,
ministrys,9,1.47, noun,,,
minivan,7,2.43, noun,,,
minivans,8,1.95, noun,,,
miniver,7,1.81, name,,,
mink,4,3.13, noun,,,
minke,5,2.59, noun,,,
minkes,6,1.7, noun,,,
minkies,7,1.3, noun,,,
minks,5,1.74, noun,,,
minky,5,2.2, name,,,
minna,5,1.65, name,,,
minnaar,7,1.81, name,,,
minneapolis,11,2.53, name,,,
minned,6,1.3, verb,,,
minnehaha,9,1.39, name,,,
minnelli,8,2.67, name,,,
minneola,8,1.3, name,,,
minnesota,9,3.14, name,,,
minnesotan,10,1.17, noun,,,
minnesotans,11,1.17, name,,,
minnie,6,3.37, name,,,
minnies,7,1.9, noun,,,
minnis,6,1.54, name,,,
minnits,7,1.17, noun,,,
minnow,6,2.26, noun,,,
minnows,7,2.53, noun,,,
minns,5,1.65, name,,,
minny,5,1.84, name,,,
mino,4,1.65, name,,,
minoan,6,2.51, name,,,
minoans,7,2.58, name,,,
minogue,7,3.29, name,,,
minogues,8,1.77, name,,,
minor,5,4.17, adjective,,,
minora,6,1.39, noun,,,
minorca,7,2.09, name,,,
minori,6,1.65, name,,,
minorities,10,3.33, noun,,,
minority,8,4.08, noun,,,
minors,6,2.61, noun,,,
minoru,6,1.6, name,,,
minos,5,2.17, name,,,
minotaur,8,2.65, name,,,
minotaurs,9,1.39, noun,,,
minquiers,9,1.3, name,,,
mins,4,2.41, noun,,,
minsch,6,1.77, name,,,
minsiter,8,1.3, name,,,
minsk,5,2.5, name,,,
minsky,6,1.3, name,,,
minsmere,8,2.08, name,,,
minstead,8,1.3, name,,,
minster,7,3.35, name,,,
minsterley,10,1.74, name,,,
minstermen,10,1.47, name,,,
minsters,8,1.84, noun,,,
minsterworth,12,1.39, name,,,
minstrel,8,2.91, noun,,,
minstrels,9,2.52, noun,,,
minstrelsy,10,1.3, noun,,,
mint,4,4.15, noun,,,
minta,5,1.39, name,,,
mintcake,8,1.17, name,,,
minted,6,3.01, verb,,,
mintel,6,1.17, name,,,
minter,6,2.16, name,,,
mintier,7,1.17, adjective,,,
mintiness,9,1.39, noun,,,
minting,7,1.74, verb,,,
minto,5,1.39, name,,,
mintoits,8,1.54, noun,,,
minton,6,3.26, name,,,
mintons,7,1.9, name,,,
mints,5,2.96, noun,,,
minty,5,3.42, name,,,
mintz,5,1.7, name,,,
minuet,6,2.11, noun,,,
minuets,7,1.3, noun,,,
minuit,6,1.17, name,,,
minum,5,1.3, noun,,,
minus,5,4.53, conjunction,,,
minuscule,9,2.53, adjective,,,
minuses,7,2.39, noun,,,
minute,6,5.23, noun,,,
minute.com,10,1.17, noun,,,
minuted,7,1.93, verb,,,
minutely,8,2.14, adverb,,,
minuteman,9,1.6, noun,,,
minutemart,10,1.3, name,,,
minutemen,9,1.47, noun,,,
minuten,7,1.47, name,,,
minuteness,10,1.39, noun,,,
minuterallity,13,1.17, noun,,,
minuters,8,1.17, noun,,,
minutes,7,5.44, noun,,,
minutest,8,1.84, adjective,,,
minuti,6,1.87, name,,,
minutia,7,1.47, noun,,,
minutiae,8,2.38, noun,,,
minutings,9,1.17, noun,,,
minuto,6,1.39, noun,,,
minutos,7,1.7, noun,,,
minutus,7,1.39, noun,,,
minx,4,2.81, noun,,,
minxes,6,1.7, noun,,,
minxy,5,1.3, adjective,,,
miny,4,2.4, noun,,,
minya,5,1.47, name,,,
mio,3,2.94, noun,,,
mioaw,5,1.17, name,,,
miodownik,9,1.95, name,,,
mip,3,1.54, noun,,,
mips,4,1.3, noun,,,
miquel,6,1.39, name,,,
miquita,7,1.7, name,,,
mir,3,2.84, name,,,
mira,4,2.6, name,,,
mirabel,7,1.47, name,,,
mirabelle,9,2.09, name,,,
mirabelles,10,1.17, noun,,,
mirabile,8,1.3, name,,,
mirabilis,9,1.97, noun,,,
mirach,6,1.65, name,,,
miracle,7,4.12, noun,,,
miracles,8,3.56, noun,,,
miraclett,9,1.17, name,,,
miracletts,10,1.54, name,,,
miracolo,8,1.3, name,,,
miraculous,10,3.44, adjective,,,
miraculously,12,3.18, adverb,,,
mirage,6,2.8, noun,,,
mirages,7,1.81, noun,,,
mirain,6,1.3, name,,,
mirallas,8,1.6, name,,,
miralles,8,1.47, name,,,
miramar,7,1.39, name,,,
miramax,7,1.17, name,,,
mirand,6,1.39, name,,,
miranda,7,3.85, name,,,
miras,5,1.39, name,,,
mirashi,7,1.6, name,,,
mirbgs,6,1.3, noun,,,
mirchandani,11,2.11, name,,,
mirco,5,2.08, name,,,
mire,4,2.76, noun,,,
mired,5,2.81, verb,,,
mirehouse,9,1.17, name,,,
mirena,6,1.17, name,,,
mirening,8,1.39, verb,,,
mirepoix,8,2.25, noun,,,
mirery,6,1.17, name,,,
mires,5,1.47, noun,,,
mirfield,8,1.9, name,,,
mirfin,6,1.7, name,,,
mirgs,5,1.17, noun,,,
miri,4,2.41, name,,,
miria,5,1.3, name,,,
miriam,6,3.57, name,,,
mirin,5,2.42, noun,,,
miriyah,7,2.47, name,,,
mirjam,6,1.39, name,,,
mirk,4,1.81, name,,,
mirka,5,1.77, name,,,
mirko,5,1.93, name,,,
mirlitons,9,1.7, name,,,
mirnyi,6,1.77, name,,,
miro,4,2.72, name,,,
miroir,6,1.39, noun,,,
miron,5,1.6, name,,,
mironov,7,1.97, name,,,
miroslav,8,2, name,,,
miroslaw,8,1.17, name,,,
mirpur,6,1.54, name,,,
mirren,6,3.52, name,,,
mirror,6,4.45, noun,,,
mirrorball,10,1.74, noun,,,
mirrored,8,3.13, verb,,,
mirroring,9,2.55, noun,,,
mirrorless,10,1.3, adjective,,,
mirrors,7,3.76, verb,,,
mirsad,6,1.74, name,,,
mirth,5,2.65, noun,,,
mirthful,8,1.3, adjective,,,
mirthlessly,11,1.17, name,,,
mirum,5,1.3, noun,,,
mirza,5,2.06, name,,,
mis,3,3.42, unclassified,,,
misa,4,1.87, name,,,
misadministration,17,1.17, noun,,,
misadventure,12,2.28, noun,,,
misadventures,13,1.95, noun,,,
misago,6,1.39, name,,,
misaligned,10,1.77, verb,,,
misalignment,12,1.54, noun,,,
misaligns,9,1.17, verb,,,
misalliance,11,1.3, noun,,,
misan,5,2.08, name,,,
misano,6,1.17, name,,,
misanthrope,11,2, noun,,,
misanthropic,12,1.84, adjective,,,
misanthropy,11,1.17, adjective,,,
misapplication,14,1.3, noun,,,
misapplied,10,1.3, verb,,,
misapprehension,15,2.24, noun,,,
misapprehensions,16,1.54, noun,,,
misappropriated,15,1.54, verb,,,
misappropriating,16,1.74, verb,,,
misappropriation,16,1.74, noun,,,
misbah,6,2.11, name,,,
misbegotten,11,1.77, adjective,,,
misbehave,9,2.76, verb,,,
misbehaved,10,2.29, verb,,,
misbehaves,10,2.68, verb,,,
misbehavin,10,1.7, verb,,,
misbehaving,11,2.82, verb,,,
misbehaviour,12,2.48, noun,,,
misbourne,9,1.39, name,,,
miscalculate,12,1.84, verb,,,
miscalculated,13,2.43, verb,,,
miscalculates,13,1.3, verb,,,
miscalculating,14,1.39, verb,,,
miscalculation,14,2.52, noun,,,
miscalculations,15,2, noun,,,
miscalled,9,1.39, verb,,,
miscanthus,10,2.13, noun,,,
miscarriage,11,3.13, noun,,,
miscarriages,12,2.76, noun,,,
miscarried,10,2.09, verb,,,
miscarry,8,1.9, verb,,,
miscarrying,11,1.87, verb,,,
miscast,7,1.54, noun,,,
miscasting,10,1.3, verb,,,
miscegenation,13,1.39, noun,,,
miscellanea,11,1.87, noun,,,
miscellaneous,13,2.57, adjective,,,
miscellany,10,1.84, noun,,,
misch,5,2.02, name,,,
mischa,6,2.65, name,,,
mischaracterisation,19,1.17, noun,,,
mischaracterises,16,1.17, verb,,,
mischief,8,3.48, noun,,,
mischiefous,11,1.54, adjective,,,
mischiefs,9,1.17, noun,,,
mischievious,12,1.3, adjective,,,
mischievous,11,3.18, adjective,,,
mischievously,13,2.35, adverb,,,
mischievousness,15,1.3, noun,,,
misclaiming,11,1.17, verb,,,
miscommunication,16,2.19, noun,,,
miscommunications,17,1.3, noun,,,
misconceived,12,2.11, verb,,,
misconception,13,2.97, noun,,,
misconceptions,14,2.55, noun,,,
misconduct,10,3.19, noun,,,
misconnections,14,1.39, noun,,,
misconstrue,11,1.47, verb,,,
misconstrued,12,2.28, verb,,,
misconstruing,13,1.17, verb,,,
miscop,6,1.17, noun,,,
miscount,8,1.47, noun,,,
miscounted,10,1.74, verb,,,
miscounts,9,1.47, noun,,,
miscreant,9,2, adjective,,,
miscreants,10,2.02, noun,,,
miscue,6,2.14, noun,,,
miscued,7,2.11, verb,,,
miscueing,9,1.17, verb,,,
miscues,7,1.65, noun,,,
miscuing,8,1.17, verb,,,
misdeal,7,1.39, noun,,,
misdeed,7,1.39, noun,,,
misdeeds,8,2.06, noun,,,
misdelivered,12,1.17, verb,,,
misdemeanor,11,1.39, noun,,,
misdemeanors,12,1.7, noun,,,
misdemeanour,12,2.35, noun,,,
misdemeanours,13,2.44, noun,,,
misdescribed,12,1.47, verb,,,
misdiagnose,11,1.3, verb,,,
misdiagnosed,12,2.2, verb,,,
misdiagnosing,13,1.39, verb,,,
misdiagnosis,12,1.81, noun,,,
misdirect,9,1.39, verb,,,
misdirected,11,2.04, verb,,,
misdirection,12,2.17, noun,,,
misdoings,9,1.17, noun,,,
mise,4,2.42, noun,,,
mised,5,1.17, verb,,,
miser,5,2.41, noun,,,
miserabilist,12,1.17, noun,,,
miserable,9,4.13, adjective,,,
miserablely,11,1.39, adverb,,,
miserableness,13,1.17, noun,,,
miserables,10,2.92, name,,,
miserablist,11,1.39, noun,,,
miserably,9,3.25, adverb,,,
miserationum,12,1.17, noun,,,
misere,6,1.3, verb,,,
miserere,8,2.59, name,,,
miseria,7,1.81, noun,,,
misericord,10,1.17, noun,,,
misericordia,12,1.39, name,,,
misericordiae,13,1.39, noun,,,
misericordiam,13,1.17, noun,,,
misericords,11,1.54, noun,,,
miseries,8,2.32, noun,,,
miserliness,11,1.39, noun,,,
miserly,7,2.21, adjective,,,
misero,6,1.17, noun,,,
misers,6,1.47, noun,,,
misery,6,4, noun,,,
misfield,8,1.17, noun,,,
misfire,7,2.21, noun,,,
misfired,8,2.14, verb,,,
misfires,8,1.7, noun,,,
misfiring,9,2.2, verb,,,
misfit,6,2.47, noun,,,
misfits,7,2.7, noun,,,
misfortunate,12,1.7, adjective,,,
misfortune,10,3.18, noun,,,
misfortunes,11,2.39, noun,,,
misgiving,9,1.74, noun,,,
misgivings,10,2.86, noun,,,
misguide,8,1.17, verb,,,
misguided,9,3.11, adjective,,,
misguidedly,11,1.65, adverb,,,
misguiding,10,1.17, verb,,,
mish,4,3.63, name,,,
misha,5,2.63, name,,,
mishal,6,2, name,,,
mishandle,9,1.3, verb,,,
mishandled,10,2.5, verb,,,
mishandling,11,2.24, verb,,,
mishap,6,2.89, noun,,,
mishaps,7,2.74, noun,,,
mishchenko,10,2.2, name,,,
misheard,8,2.66, verb,,,
mishearing,10,1.74, verb,,,
mishears,8,1.3, verb,,,
mishelle,8,1.3, name,,,
mishit,6,2.53, verb,,,
mishits,7,1.3, noun,,,
mishka,6,1.54, name,,,
mishkin,7,1.47, name,,,
mishmash,8,2.31, noun,,,
mishra,6,1.77, name,,,
misia,5,1.47, name,,,
misidentification,17,1.3, noun,,,
misidentified,13,1.65, verb,,,
misinform,9,1.17, verb,,,
misinformation,14,2.74, noun,,,
misinformed,11,2.48, verb,,,
misinforming,12,1.47, verb,,,
mising,6,1.77, verb,,,
misinterpret,12,2.24, verb,,,
misinterpretation,17,2.29, noun,,,
misinterpretations,18,1.3, noun,,,
misinterpreted,14,2.61, verb,,,
misinterpreting,15,1.87, verb,,,
misis,5,1.17, noun,,,
misjudge,8,2.11, verb,,,
misjudged,9,3.13, verb,,,
misjudgement,12,2.17, noun,,,
misjudgements,13,1.6, noun,,,
misjudges,9,1.54, verb,,,
misjudging,10,1.81, verb,,,
misjudgment,11,2.69, noun,,,
misjudgments,12,1.87, noun,,,
miskal,6,1.3, adjective,,,
miskelly,8,1.84, name,,,
miskick,7,1.77, noun,,,
miskicked,9,1.65, verb,,,
miskicks,8,1.17, verb,,,
miskin,6,1.81, name,,,
miskiw,6,1.17, name,,,
misknow,7,1.17, noun,,,
mislabelled,11,1.77, verb,,,
mislabelling,12,1.81, verb,,,
mislaid,7,2.59, verb,,,
mislay,6,1.84, verb,,,
mislaying,9,1.3, verb,,,
mislead,7,2.99, verb,,,
misleader,9,1.3, noun,,,
misleaders,10,1.17, noun,,,
misleading,10,3.64, adjective,,,
misleadingly,12,1.77, adverb,,,
misleads,8,1.74, verb,,,
misled,6,3.42, verb,,,
mislost,7,1.17, verb,,,
misly,5,1.17, adverb,,,
mismanage,9,1.3, verb,,,
mismanaged,10,2.39, verb,,,
mismanagement,13,2.94, noun,,,
mismanaging,11,1.77, verb,,,
mismatch,8,2.88, noun,,,
mismatched,10,2.39, verb,,,
mismatches,10,2.04, noun,,,
mismatching,11,1.6, verb,,,
mismo,5,1.47, noun,,,
misnamed,8,1.54, verb,,,
misnaming,9,1.17, verb,,,
misnomer,8,2.47, noun,,,
miso,4,2.92, noun,,,
misogynist,10,2.36, noun,,,
misogynistic,12,2.31, adjective,,,
misogynists,11,1.3, noun,,,
misogynous,10,1.3, adjective,,,
misogyny,8,2.46, noun,,,
misoprostol,11,1.3, noun,,,
misos,5,1.3, noun,,,
mispass,7,1.3, noun,,,
misper,6,1.7, noun,,,
misperception,13,1.74, noun,,,
misperceptions,14,1.39, noun,,,
misplace,8,1.65, verb,,,
misplaced,9,3.12, verb,,,
misplacing,10,1.3, verb,,,
misplayed,9,1.39, verb,,,
misprint,8,2.28, noun,,,
misprinted,10,1.6, verb,,,
misprints,9,1.54, noun,,,
misprision,10,1.17, noun,,,
mispronounce,12,1.87, verb,,,
mispronounced,13,2.06, verb,,,
mispronounces,13,1.3, verb,,,
mispronunciation,16,1.47, noun,,,
misquotation,12,1.3, noun,,,
misquote,8,2.11, verb,,,
misquoted,9,2.41, verb,,,
misquotes,9,1.3, noun,,,
misquoting,10,2.04, verb,,,
misra,5,1.3, name,,,
misrata,7,3.12, name,,,
misread,7,2.8, verb,,,
misreading,10,2.33, verb,,,
misreads,8,1.3, noun,,,
misremembered,13,1.54, verb,,,
misreported,11,1.7, verb,,,
misreporting,12,1.74, verb,,,
misrepresent,12,2.38, verb,,,
misrepresentation,17,2.52, noun,,,
misrepresentations,18,1.84, noun,,,
misrepresented,14,2.58, verb,,,
misrepresenting,15,2.16, verb,,,
misrepresents,13,1.47, verb,,,
misri,5,1.7, name,,,
misrule,7,2.16, noun,,,
miss,4,5.21, verb,,,
missa,5,1.87, name,,,
missable,8,2.47, adjective,,,
missal,6,1.47, adjective,,,
missals,7,1.54, noun,,,
missed,6,4.86, verb,,,
misselling,10,2.09, noun,,,
missen,6,1.39, verb,,,
missenden,9,2.08, name,,,
misser,6,1.3, verb,,,
misses,6,3.84, verb,,,
missesing,9,1.3, verb,,,
misshaped,9,1.17, verb,,,
misshapen,9,2.45, verb,,,
missible,8,1.6, adjective,,,
missier,7,1.81, name,,,
missile,7,3.66, noun,,,
missiles,8,3.68, noun,,,
missillier,10,1.17, name,,,
missin,6,2.06, verb,,,
missing,7,4.91, verb,,,
missinging,10,1.17, verb,,,
mission,7,4.69, noun,,,
missionaries,12,3.07, noun,,,
missionary,10,3.15, adjective,,,
missionarys,11,1.17, noun,,,
missioner,9,1.17, noun,,,
missions,8,3.59, noun,,,
missis,6,1.47, noun,,,
mississippi,11,3.47, name,,,
missive,7,2, noun,,,
missives,8,1.81, noun,,,
missojistic,11,1.17, adjective,,,
missojy,7,1.39, noun,,,
missold,7,2.2, verb,,,
missolonghi,11,1.17, name,,,
missoni,7,1.54, name,,,
missoura,8,1.17, name,,,
missouri,8,2.97, name,,,
misspeak,8,1.3, verb,,,
misspell,8,1.7, verb,,,
misspelled,10,1.9, verb,,,
misspelling,11,1.97, noun,,,
misspellings,12,1.3, noun,,,
misspelt,8,2.24, verb,,,
misspending,11,1.17, verb,,,
misspent,8,2.33, verb,,,
misspoke,8,1.77, verb,,,
misspoken,9,1.39, verb,,,
misss,5,1.39, verb,,,
misstatement,12,1.39, noun,,,
misstep,7,1.7, noun,,,
missteps,8,1.6, noun,,,
missus,6,3.65, noun,,,
missuses,8,1.47, noun,,,
missy,5,3.23, name,,,
missyplicity,12,1.17, name,,,
mist,4,3.95, noun,,,
mista,5,1.17, noun,,,
mistackle,9,1.3, noun,,,
mistaibs,8,1.17, noun,,,
mistake,7,4.79, noun,,,
mistaken,8,3.71, verb,,,
mistakenly,10,2.88, adverb,,,
mistakery,9,1.3, noun,,,
mistakes,8,4.51, noun,,,
mistakess,9,1.47, noun,,,
mistakeus,9,1.3, name,,,
mistaking,9,2.82, verb,,,
mistakus,8,1.47, name,,,
misted,6,2.11, verb,,,
mister,6,3.99, name,,,
mistero,7,1.6, noun,,,
misters,7,1.97, noun,,,
misthe,6,1.54, verb,,,
misthrow,8,1.17, verb,,,
misti,5,1.3, name,,,
mistic,6,1.54, name,,,
mistier,7,1.3, adjective,,,
mistime,7,1.17, verb,,,
mistimed,8,2.52, verb,,,
mistimes,8,1.39, verb,,,
mistiming,9,1.65, verb,,,
mistiness,9,2.2, noun,,,
misting,7,1.9, verb,,,
mistle,6,1.9, noun,,,
mistletoe,9,3.13, noun,,,
mistley,7,1.3, name,,,
mistltoe,8,1.17, noun,,,
misto,5,2.11, noun,,,
mistoffelees,12,1.74, name,,,
mistook,7,2.65, verb,,,
mistraining,11,1.17, verb,,,
mistral,7,2, name,,,
mistranslated,13,1.3, verb,,,
mistranslation,14,1.6, noun,,,
mistreat,8,2.2, verb,,,
mistreated,10,2.8, verb,,,
mistreating,11,2.09, verb,,,
mistreatment,12,2.63, noun,,,
mistress,8,3.81, noun,,,
mistresses,10,2.98, noun,,,
mistress\/slave,15,1.17, noun,,,
mistrial,8,1.6, noun,,,
mistrust,8,2.9, noun,,,
mistrusted,10,1.84, verb,,,
mistrustful,11,1.97, adjective,,,
mistrusting,11,1.47, noun,,,
mistruths,9,1.3, noun,,,
mistry,6,2.16, name,,,
mists,5,2.97, noun,,,
misty,5,3.59, adjective,,,
mistyped,8,1.3, verb,,,
misunder,8,1.17, adjective,,,
misunderestimate,16,1.17, verb,,,
misunderestimated,17,1.17, verb,,,
misunderstand,13,2.85, verb,,,
misunderstanding,16,3.58, noun,,,
misunderstandings,17,2.56, noun,,,
misunderstands,14,2.04, verb,,,
misunderstood,13,3.42, verb,,,
misurata,8,2.9, name,,,
misuse,6,3.28, noun,,,
misused,7,2.77, verb,,,
misusers,8,1.3, noun,,,
misuses,7,1.39, verb,,,
misusing,8,2.34, verb,,,
mit,3,3.03, noun,,,
mita,4,1.39, name,,,
mitch,5,3.46, name,,,
mitcham,7,2.28, name,,,
mitchel,7,1.95, name,,,
mitchelin,9,1.3, name,,,
mitchell,8,4.35, name,,,
mitchells,9,2.91, name,,,
mitcheson,9,1.47, name,,,
mitchesons,10,1.17, name,,,
mitchie,7,2.08, name,,,
mitching,8,1.65, verb,,,
mitchum,7,2.13, name,,,
mite,4,3.08, noun,,,
miter,5,1.17, noun,,,
mites,5,3.28, noun,,,
mitford,7,2.36, name,,,
mith,4,1.39, noun,,,
mithai,6,1.95, unclassified,,,
mithe,5,1.6, name,,,
mither,6,1.87, noun,,,
mithered,8,1.47, verb,,,
mithering,9,1.54, verb,,,
mithian,7,2.04, name,,,
mithras,7,1.65, name,,,
mithridates,11,1.39, name,,,
mithun,6,1.54, name,,,
mitie,5,1.54, name,,,
mitiga,6,1.3, name,,,
mitigate,8,3.18, verb,,,
mitigated,9,2.37, verb,,,
mitigates,9,1.7, verb,,,
mitigating,10,2.63, verb,,,
mitigation,10,2.83, noun,,,
miting,6,2.02, name,,,
mitkov,6,1.81, name,,,
mitly,5,1.17, adverb,,,
mito,4,1.65, name,,,
mitochondria,12,2.17, noun,,,
mitochondrial,13,2.23, adjective,,,
mitosis,7,2.14, noun,,,
mitra,5,1.95, name,,,
mitrailleuse,12,1.3, name,,,
mitral,6,2.59, adjective,,,
mitre,5,2.5, noun,,,
mitred,6,1.54, verb,,,
mitres,6,1.65, noun,,,
mits,4,1.65, noun,,,
mitsing,7,1.39, verb,,,
mitsouko,8,1.54, name,,,
mitsubishi,10,2.74, name,,,
mitsy,5,1.84, name,,,
mitt,4,3.8, name,,,
mittag,6,1.39, name,,,
mittal,6,2.17, name,,,
mittals,7,1.17, name,,,
mitted,6,1.6, verb,,,
mitten,6,2.43, adjective,,,
mittens,7,2.89, noun,,,
mittenwald,10,1.7, name,,,
mitterand,9,1.77, name,,,
mitterrand,10,2.55, name,,,
mitthew,7,1.17, name,,,
mitting,7,1.9, name,,,
mitton,6,1.81, name,,,
mitts,5,2.85, noun,,,
mittty,6,1.17, adjective,,,
mittwoch,8,1.74, name,,,
mitty,5,2.29, name,,,
mittys,6,1.17, name,,,
mitzi,5,3.34, name,,,
mitzvah,7,2.68, name,,,
mitzvahed,9,1.39, verb,,,
mitzvahs,8,2.11, name,,,
mitzvot,7,1.17, noun,,,
mitzy,5,2.34, name,,,
miu,3,1.84, name,,,
miura,5,1.74, name,,,
mivvi,5,1.77, name,,,
mix,3,4.7, noun,,,
mix-up,6,3.14, noun,,,
mixalot,7,1.17, name,,,
mixed,5,4.54, adjective,,,
mixer,5,3.45, noun,,,
mixers,6,2.79, noun,,,
mixes,5,3.28, verb,,,
mixin,5,1.17, verb,,,
mixing,6,3.97, verb,,,
mixings,7,1.17, noun,,,
mixologist,10,1.54, noun,,,
mixologists,11,1.39, noun,,,
mixology,8,1.7, noun,,,
mixs,4,1.3, verb,,,
mixtape,7,1.6, noun,,,
mixter,6,1.17, noun,,,
mixture,7,4.35, noun,,,
mixtures,8,2.73, noun,,,
mixu,4,1.47, name,,,
mixup,5,1.65, noun,,,
mixy,4,2.04, name,,,
miya,4,1.17, name,,,
miyagi,6,2.04, name,,,
miyake,6,1.65, name,,,
miyako,6,1.39, name,,,
miyazato,8,2.26, name,,,
miyuki,6,1.65, name,,,
miz,3,2.25, name,,,
mizar,5,2, name,,,
mize,4,1.7, name,,,
mizell,6,1.54, name,,,
mizen,5,1.39, name,,,
mizpah,6,1.65, name,,,
mizuho,6,1.17, name,,,
mizuna,6,2.06, noun,,,
mizz,4,1.93, name,,,
mizzen,6,1.65, adjective,,,
mizzenmast,10,1.17, noun,,,
mizzle,6,1.77, verb,,,
mj,2,2.91, name,,,
mjallby,7,1.3, name,,,
mjolnir,7,1.6, name,,,
mjq,3,1.17, name,,,
mk,2,3.38, name,,,
mk2,3,1.47, name,,,
mkb,3,1.17, name,,,
mkomazi,7,2.36, name,,,
ml,2,2.78, noun,,,
mla,3,3.2, name,,,
mladen,6,1.3, name,,,
mladic,6,3.1, name,,,
mlas,4,3.49, noun,,,
mle,3,1.3, unclassified,,,
mleiha,6,2.04, name,,,
mlk,3,1.17, noun,,,
mlm,3,1.17, name,,,
mls,3,2.45, noun,,,
mlu,3,1.17, name,,,
mlynar,6,1.3, name,,,
mm,2,4.84, name,,,
mm-hmm,6,3.77, noun,,,
mm-mm,5,3.2, noun,,,
mma,3,2.64, name,,,
mmac,4,1.54, noun,,,
mme,3,1.39, name,,,
mmericano,9,1.47, unclassified,,,
mmf,3,1.17, noun,,,
mmh,3,2.14, name,,,
mmhm,4,1.54, name,,,
mmhmm,5,1.95, name,,,
mmm,3,4.79, name,,,
mmm-hmm,7,3.42, noun,,,
mmmbop,6,2.13, name,,,
mmmh,4,1.6, name,,,
mmmhmm,6,1.3, name,,,
mmmm,4,3.63, name,,,
mmmmm,5,2.96, name,,,
mmmmmh,6,1.54, name,,,
mmmmmm,6,2.26, noun,,,
mmmmmmm,7,2.02, name,,,
mmmmmmmm,8,1.87, name,,,
mmmmmmmmm,9,1.6, name,,,
mmmmmmmmmm,10,1.47, noun,,,
mmmmmmmmmmm,11,1.3, name,,,
mmmmmwah,8,1.17, noun,,,
mmmn,4,1.17, name,,,
mmmph,5,1.7, name,,,
mmms,4,1.3, noun,,,
mmmwah,6,1.39, noun,,,
mmn,3,2, name,,,
mmorpg,6,1.39, name,,,
mmp,3,1.17, name,,,
mmph,4,1.77, name,,,
mmr,3,2.46, name,,,
mms,3,2.06, name,,,
mmt,3,1.47, name,,,
mmu,3,1.65, name,,,
mmwah,5,1.39, noun,,,
mn,2,2.2, name,,,
mna,3,1.47, name,,,
mnah,4,1.54, noun,,,
mnd,3,1.47, name,,,
mnds,4,1.17, noun,,,
mne,3,1.3, name,,,
mnemiopsis,10,1.39, name,,,
mnemonic,8,2.2, adjective,,,
mnemonics,9,1.81, noun,,,
mng,3,1.17, noun,,,
mnie,4,1.17, noun,,,
mno,3,1.17, name,,,
mns,3,1.47, name,,,
mnyati,6,1.74, name,,,
mo,2,4.42, name,,,
mo'nique,8,1.84, name,,,
moa,3,2.28, name,,,
moab,4,1.7, name,,,
moai,4,1.9, name,,,
moan,4,3.46, verb,,,
moana,5,1.39, name,,,
moane,5,1.54, name,,,
moaned,6,2.73, verb,,,
moaner,6,2.06, noun,,,
moaners,7,1.65, noun,,,
moanin,6,1.9, verb,,,
moaning,7,3.6, verb,,,
moans,5,2.74, verb,,,
moany,5,2.32, noun,,,
moas,4,1.3, unclassified,,,
moat,4,3.69, noun,,,
moated,6,1.84, adjective,,,
moating,7,1.17, verb,,,
moatity,7,1.39, noun,,,
moats,5,2.3, noun,,,
moazzam,7,1.17, name,,,
mob,3,3.71, noun,,,
